user_id:ID(user),name,review_count,useful,nb_friends,fans,friends
6UQPYztf7bhhwm-B1JtDjg,Benjamin,45,29,0,1,[]
MYjvo0LEoN5a4m8f8a_S_g,Jill,22,11,0,1,[]
R8tveHWRWVMLqcJ11Zslwg,Roni,30,22,2,0,"['F8NQopFT9Vcrk8FiNA1_0w', 'qcPO81kUH_H9mo95ODwebQ']"
3w7EGbnXJdjMKS5rMaSmYg,Aimee,10,1,2,0,"['4MGcpCi5615-I_ZyHOEU9g', 'S0k6z0PW1yCGPsr5VnyFKA']"
XJhYoJ7i_ri2nJh9nPJL8w,Debra,7,2,0,0,[]
SAkxCZBw0IA2n6Yqz6pQVw,Brodie,115,47,0,0,[]
1D2ijAK_Nl_98cR0-FIg1A,Meg,13,6,0,0,[]
INTsFSiO9hWkq13MmJpyiQ,Nick,21,7,0,0,[]
fiwBfnEOQrau4V4YHeV9PQ,Andy,81,98,0,1,[]
B326uLLhe-vBCzuRt4cgIQ,Ansy,64,53,4,2,"['OG1plHx9jfsrojJ7qrN5TA', '0CLB673oRYoUJT8jdl0cXg', 'Z-XTOHTHiGgNAeKiYDM82w', 'Ch759-9JBBu-UafQ2-abYQ']"
TPbdbLO6s_P8nDb5VebUpA,Tiffany,83,77,0,0,[]
JNBt8GYwbObhPBYXCNudBg,Daniel,12,4,0,0,[]
LNbOxSssltNf2tRu3-U6XA,John,41,9,0,0,[]
oewf1Kr1M7MGqPXzi-zzCQ,Jeffrey,55,24,2,0,"['10cQOjA3q_wDVOumz7iwyQ', '6Mv-qMJyxSokCu8YFM1o0A']"
zGMzBAURL2IQwnUerqi42g,Ashleigh,21,16,1,0,['R0dnB3e5F0Xai4mdHLHJ-Q']
2oztgKPkJ8Ab6LIV2N_sRA,Lauren,5,1,0,0,[]
42dyqNW9Cfw0xHIeS9Xerg,Lily,5,3,0,0,[]
7unU7S_HDYKUjR253rsA2Q,Dan,22,10,0,1,[]
kcFUN5CzSEsIPA1cLk1Kbg,Lynda,19,16,1,1,['79m1tk3SyeezN6AsO7AT3g']
qvYd5b8-gba3-aeZYvVPgQ,Carlos,65,39,0,1,[]
9irk8FwFxqYqrPl6Zt3Zwg,Nilam,17,27,0,0,[]
fcf9V9J-_FDeSRKZYuQt-Q,Nico,180,63,0,2,[]
yYH-AD-xkKlqPkCRvDMBgQ,Gjt,12,9,0,1,[]
e7jxG2JAl2OFabJIpZaocw,Tamara,40,22,1,0,['BmVwbsL8l0imz4slonyMaA']
VTZuIQquCd2tfCv1aazxsg,Buster,24,13,0,0,[]
hvlCGdQktzyaWUI_AdqgpQ,Biblio,2,2,0,0,[]
jiVr7O5xTFsUCQlS_HPEKQ,Allison,67,101,10,8,"['B9iPTih0dmpZn6fRyZnLLg', 'DDBM1aIU5t9JfwjwQRk1Sg', 'dqucQwA-CHWhUczwqIxKKg', 'A5s6D1dvtktr06Fkp7-huw', 'LJ1mpU9jfwcMDZrUgwZaYg', 'qHaP4WLwIFn-C7wnGC_GaA', 'GfI-d9mQePFA2PvhAd4WGQ', 'O8IWwp7nOHDt7b17KBll9w', 'U4hGDmyAo86EdrW6k7_-eQ', 'dX0W0eq6YQdheN0_WzpfEg']"
bAKo-vbCyHm1jaDpgtrwaA,Shachee,69,40,1,0,['VpTGti472TqB6s4eCmFE_w']
9Oc5-cDvQGez1thVdu1R2w,Robynne,20,12,0,0,[]
u9YFfl_j_cqfnhq89pySYg,Robert,231,80,0,1,[]
bA5jZk1InRUB5rmUdjqajw,Mike,42,34,0,1,[]
LGpaagjKAe9xZjjNkekkGQ,Mark,13,5,0,0,[]
D5Kudg1dfiXdyDRBjlC2HA,Vincent,18,9,0,0,[]
1X6W3MflYz9FmtibeXnENg,Thomas,24,19,0,0,[]
isxK_n6AUaQ9qdxNmzvFIQ,Kalyn,5,4,0,0,[]
mvEqVzjEpxLL1bpNtjjyCA,Denise,24,28,0,0,[]
JSDrWQNaQ2XV1_ZtsnpVtw,Delaware,17,46,1,0,['QU9kL7dJtZ8yhwKlcZlyJA']
2FuzPHUU76kgcE1l4bIN4Q,Laura,1,1,1,0,['DchddZZYbk5cFCW4oaSKyw']
GnC6vpTA8Dyr_ovwoflR0Q,Burt,56,33,0,0,[]
EWBOMeX_OIcAWXuvs_4SKw,Sarah,19,19,0,1,[]
BV420GKXR8c18xjckIfKrg,Sarah,16,8,1,0,['PFpBu7zM4aSDjo60i72Kaw']
HhjX7i0NkqBsiA2k6STojw,Ronak,126,140,1,2,['D0faGVJFyGg9BiQmjp2EUA']
H_39_SDdjA9ejT_6ASMJJg,Eugene,2,0,0,0,[]
_raet06rpjxsk_knc4nhpg,Emily,24,22,1,0,['YtfoTQbND5lY7lXnI-lc7A']
r7t5dCXwdYp_YncDwjEkHw,S,14,32,1,0,['B5NhgrH0rFTCsP1DWs5yPA']
1w0QR9UmXj4JlM-3ex0Y_w,Magic,43,12,0,0,[]
frq02A8pxDtexnkeF2BqAw,Courtney,3,0,0,0,[]
YgeY2ZJsvy-T0NKtntIeVw,Mike,23,36,0,0,[]
1Pk1NSVDz_pdXb-QM8JUCQ,M,35,16,0,0,[]
sVhuLEqNpRyGUHjW9_OiTQ,Karen,5,0,0,0,[]
u-g21x15kZKMutZdUZfoMQ,Nicole,142,96,8,3,"['xDVd1YGZ3KN0JAJE1y__BQ', 'kdCSaUxvEiBorvcg-j3SvQ', 'gWZETLPu_ihAtLOYtrm0mw', 'lScGQrm38aE6ZToU9e7dxQ', '_iHbovM6oCm3fTu8ZqTx5Q', '135DbbQnr3BEkQbBzZ9T1A', 'Q6XWRxT2CeCkovLcoBKlWQ', 'qEQob9pzNanp9BZbCiUUwQ']"
qft88EMTcm2XM-P9q0AZxg,Sue,135,37,0,1,[]
ahSu-6-7HQ386l4an7KfuQ,Cynthia,6,2,2,0,"['_eCc6vuhwcvlOcnsMNXzpQ', 'WVjOKcc4H1i7biDMrtVTBw']"
D2vOva3sCccc7nhkVCM2EA,Sylene,14,45,1,1,['_lJzSsSF1EKY0bhWm76OPQ']
6BL8jgoGjXAWat0KxmTosw,Alex,11,18,1,0,['ddpQwtkwBYvEsmtPqx8t7Q']
xoXxWvJvNnVn76uEd9TxWA,Sean,4,1,0,0,[]
Y_kH6P402Ekxt05Yg5M2mw,Keeya,97,59,0,2,[]
hvWm0BNc9g8Gdo8LnUknaw,Valerie,25,33,12,3,"['KZNpUHqATkV6CfDMwC8HzQ', '3_cM7W92K2-rgAsZv7wfzQ', 'cleOWOFKGYj5IY4EYjgMLQ', 'yqVhC6F0TyUq3sQ1ZiabBA', 'jofRlWezV7QJpCjBGRXnEg', 'LhDjA7xL7bXKcnvQExROGg', 'B9iPTih0dmpZn6fRyZnLLg', '3yQFaq_pOWxkgYz4fs-GUw', 'EOajY1L3ole3gLTCZ2xw1g', 'KxtPY_fZYlCGM7Y8Ug_xnA', 'uNjbP-qIZTrjd6kaIyrw_A', 'kvp84K4cscnO_1EH_WZjTQ']"
MOWAY99IXkEdTy1IMwHVOQ,Stas,29,12,0,0,[]
3zaGP6Mlkv3cOVp24ljIXw,Suzanne,11,9,1,0,['n9r-1rNQ72nJLBbLkCLTjQ']
_F1XtXt90kH0VHUw7hZNHQ,William,13,31,0,2,[]
Vj1_2pERP4QRALtERvXFqw,AJ,47,53,0,1,[]
8GGLTGR1ELre16-ZiznGzg,Steve,18,5,1,1,['NIvJg811OO-ovOOg_2udAw']
TuoOean2jgxevuML6i75Sw,Anth,163,110,1,0,['th4VGkow1_kCKrQPB6XZow']
36gjZ3cHN9rBHgp4JOJ1Rw,Liz,43,24,5,0,"['8Lyra3tN2Zk1rxd2pj7yxg', 'sXszM38mK5fH7iKXNZ3pXQ', 'gkuwjfpho9Q6aJ_LNgWozg', '0jbN0eUDt_dRlmXmv69jTw', '-rcLphHj_TN4stDxBGQJxA']"
_R-xEEF119h1faZ2xfSpjA,Tough,234,154,0,3,[]
5UZa8egyIctt68a7GoBESg,Rob,4,5,0,0,[]
p9hNfx2OhQV_b_L6apemxw,Demetrius,45,27,0,0,[]
p972YwYWJ3mFmP-Jn9Uzmg,M.J.,54,39,0,2,[]
wDYWG0GvmqFkwX5O2noe1w,phyllis,77,120,0,0,[]
gnrTb6WtJJ8C2Ex3FbMAHQ,Bob,19,17,1,0,['0LHRPSETg83cE_hkYdi_zg']
znVdZ0ehC3sOE_mdSn5gOQ,Jessica,62,32,1,0,['BmVwbsL8l0imz4slonyMaA']
RqMqyvONJMlf6K-dDnGRdQ,Susan,5,1,0,0,[]
fEW_RkAbtUa3ZxsNWg-sig,Lillie,43,18,0,1,[]
NA0NwSfD__C1BYFRwzVpPg,MB,38,18,0,1,[]
dz0N3EfAZuDjsYbmRayMxw,LaToya,20,36,0,1,[]
5brVyYOgkbT_ibCUrxoRiQ,Sherri,141,131,2,4,"['gWZETLPu_ihAtLOYtrm0mw', 'BmVwbsL8l0imz4slonyMaA']"
crNQ0aZzAunzKTVqymQTYQ,Colleen,13,9,0,0,[]
4LPHChp8a_8Vasc2NmgOcA,Christine,6,2,0,0,[]
de6aG2BMsw6XU1TIJdE82A,Dee,29,20,0,0,[]
hSvOtGdEW8e3lC_YIp-LcQ,Andy,14,6,0,1,[]
BnMfYA-c2YQbzVMto2wO5w,Fran,12,0,0,0,[]
LULTzQWj75urXc80l-gHgQ,Jeff,128,92,0,0,[]
Dm2RXPAmqDjGc9l07qQWqQ,Ryan,9,1,1,1,['522M-weF78TSm8yOi6MtBA']
P-o2T0qiHCLnza4kx5bsGw,Andrea,15,6,0,1,[]
RIaC3e8W5bLwU1YdhuwNjQ,Jen,9,31,0,0,[]
znjzbezse8sZbJN1RDyzvQ,Robert,28,15,0,1,[]
h5XEMvafWkJw61wA1Y2ZwA,Jeanie,3,0,1,0,['S_TTjeleBKrcPAuKNNuWdQ']
WSTVdl30YmFr7NnRwWajvQ,Sharon,16,18,3,1,"['lPP-JfgraFZniWm7HLAvdw', '3ROiixF_gKAJxmgv3bTyiA', 'oELGhk3V-fNhcCrHL_2M1g']"
xkkJz-AEM_ikYbnLVVdpCw,J,124,81,0,0,[]
KFCL2xHb7FMAuOR5wyuU5Q,Carol,99,16,4,0,"['ZGYZAm6CdLbOggMRyWJ8cg', 'gf-AsohHQCgqqq-r-gBbwA', 'b4Py00ij1HROkQ68WkkFqw', 'MWoSyeXYL2Ym7cPQqvi5rA']"
VTE7X0A1cyxPy4h9oByg6g,Max,3,1,10,0,"['rA3-9H42iPqTg_f_z6GzJQ', 'oqtWlJ_IulW8Dujdf_76sw', 'wYB4oW7RV9meYS7pMcBNJg', 'fDlh1AFwKohc092MZFWQ8Q', 'lPP-JfgraFZniWm7HLAvdw', 'BbJqpf5-6HcXJsi8dW0RAA', 'zfqjj28JQ88tL2DdcrgTBg', 'UDxHerQ-bSF7BHAz2KihFw', 'R9djQh77tDKBFG-R3Stung', 'UNV_srRPjEnhjKpCmcIesA']"
GW7dHOuL6KpLwtewAuECiQ,K,263,126,1,3,['PFpBu7zM4aSDjo60i72Kaw']
orcZ9USVQ-9vw8v84gDnKQ,Petro,16,67,0,1,[]
GhAlvE6QWDOMiMj2u5wf6A,Jess,58,11,0,0,[]
jjSG0aHEwL-mFQQtkTNjHQ,Victor,187,36,0,1,[]
9tN0crKZQhaVPiC-l7Um7w,Joel,35,30,0,3,[]
lomXoFeYHunJGKvpapVSIw,Kare M,12,7,1,0,['hCAHSgc0QgvbJSwsebU6dQ']
ixTh9jUZ6eatCQz2Io75RA,Anthony,152,55,0,2,[]
3FPBLqUJjFH26Y-MoewYXA,Tanya,33,40,1,0,['rj65MDmefVR5M1sZCY_pCQ']
UVewoO5RngtMgsxdfknZcw,Sunnie,20,5,0,0,[]
qb99C_mVZ83uRUHNruXCZg,Joe,7,5,0,0,[]
ARcG3Urri1ifsW1WGg07wQ,Anny,43,59,0,0,[]
OyS0EqrwUQGDm7b20HetnA,Wesley,22,19,1,0,['faqUA_ZKcwSXNVnbP7p-Jg']
ZqjjW6dCDGKE3g8Eun24nw,Amy,19,7,0,0,[]
U_ynanJOBYZYN4Pd3ZYChQ,Jae,23,1,0,0,[]
q7-NrV00_4CxoB4M7xEX_A,Guersendy,8,8,1,0,['QpJtAkdyH5IDy6O-xbBfgA']
Pm-2N_usJ1SAq9bSH4FGfg,Robert,13,15,1,0,['3XRu9yUojvHeu3axuqS-nA']
VGwyfyVA8HRmv7Lf9Gb37g,Tiffany,79,24,0,1,[]
MN1f6pyuuDvfmd9LLJ_PgA,N,217,156,1,1,['mVZITl3sU4Es0zD0as9fzw']
AdCX2slAAvGZczngoXCxMg,renee,303,242,0,1,[]
ZRN3b3ssJNHa0WtLZ9vgKA,Bernadette,15,16,0,0,[]
7vkq_NWbyVE1VGDhG5Svkg,Tab,67,65,1,1,['BmVwbsL8l0imz4slonyMaA']
TIqyY1czy4mG04KhtUanww,Rick,143,199,0,2,[]
TRFTDMJegE6DituEKBpEKQ,Tony,9,4,0,0,[]
7eQRfN-uT93VCSgJTveFFQ,Tita,17,11,0,0,[]
rF1sWlZdUPAXMfg9uWIbyg,Latanya,8,5,0,0,[]
rD749L0_vIKJKaRYW73PJA,Monique,39,47,1,0,['BmVwbsL8l0imz4slonyMaA']
jWORo1jWoULFqq9XOtXJRA,Brandy,120,41,0,0,[]
PzfLK_0D3PxgkRxmUNyPwg,Johnny,13,8,0,0,[]
0IX1GDAvNNflhGnnhY04wg,Maria,4,1,0,0,[]
1eihAXjjWTkqiTuI95qcZg,Carrie,150,79,2,0,"['gWZETLPu_ihAtLOYtrm0mw', '_iHbovM6oCm3fTu8ZqTx5Q']"
_yRKTBGymWyWoBj2YJFCmQ,Che,70,27,2,2,"['BmVwbsL8l0imz4slonyMaA', 'gWZETLPu_ihAtLOYtrm0mw']"
AOxluMh-Tmb6YpbXTYznJA,Sue,21,8,0,0,[]
fmDTWcLH-KBuqjmro3V54g,Amit,14,12,1,0,['1oMj4g12hJlDz4gzOBFt3Q']
pH7Dv_jdxcKmSoEdR76Rtg,Megan,68,53,0,2,[]
WrZZBBIE8RIsaLjlDz3pYg,C,33,26,0,0,[]
12Cd6TiyLHOXNP7iZ_t5kg,Taylor,47,26,3,2,"['BmVwbsL8l0imz4slonyMaA', 'gWZETLPu_ihAtLOYtrm0mw', 'R6TEmXzQ5SYrxxs2MiyH0A']"
myu1rlMik-6aQzJgUIlVuA,Alex,14,13,0,0,[]
8YCExOZby_hTLSG8yjaPRQ,Arm,28,28,0,1,[]
hpXHdrDRWoPKdcEM1U0Ezg,Anthony,11,2,0,0,[]
QPBmMQRvwqI5dle5Ddp5bQ,Hey,29,34,0,0,[]
J_r4VPb5XBiMbnkdx-XjGg,Megan,35,26,0,0,[]
KqPZIs9svomdEcC8jhfjlA,Eric,13,6,1,0,['jzDaQugb0o-mEjS12eRb4g']
Sky1rBgrclYuGfCTkbE5DQ,Jack,113,45,2,1,"['SUgyswXg5TjVqGmflNJnlA', 'D-kVs80jOhrla8__1Lm-aQ']"
inYYlXYxMxM73EFtsGLGxQ,RONALD,109,208,1,6,['Oi1qbcz2m2SnwUeztGYcnQ']
_EDamsICwZ5-zZgteNX48w,Jim,106,45,1,1,['eWolUZ0AVYOXcRgr_1YR7A']
Xu58YnVzjC9fqMwQR4jsIg,Sarah,4,4,0,0,[]
u9G6B3_t3AtTfoZEb5xSKw,Johnliz,50,26,1,0,['PFpBu7zM4aSDjo60i72Kaw']
jlI4FQEv6oEkw-pgFh0ylg,Mrs,29,42,2,1,"['BmVwbsL8l0imz4slonyMaA', 'kTpsjDUhl9BlRl0FVuNreA']"
kFNoxtX3LJRMxvcbkq9tWA,Richard,30,15,0,0,[]
OYXF41CIn-A6YvFWIwjJuA,Anthony,64,49,2,0,"['gWZETLPu_ihAtLOYtrm0mw', 'BmVwbsL8l0imz4slonyMaA']"
6WUiNI6ZAyr6rzC6HuZQeA,Christine,45,55,0,0,[]
iGfqPLwPX9HPJefS7sBUQg,Niquan,23,13,0,0,[]
1x7QmI8uTScWIrptt-romg,Kia,23,23,3,0,"['lN_sKVrvdQA_N58IhpSEyQ', 'sd-zdTjxy8KlPggp_bSXpw', 'kTpsjDUhl9BlRl0FVuNreA']"
1avBfWUqoTi4TzCwrAPQFQ,Wcbeans,63,32,1,0,['GQ3g7yeZODFzsJ5NfrjPLQ']
HhbzZ0jwY0nP3XpFUh3I7w,Jackie,63,73,0,2,[]
sXXamYB9N5anUEGSUN_4tQ,Jenn,89,39,0,2,[]
1J9nT7DuGSRuvHyoLcRClw,Aarti,14,4,0,0,[]
gMqhJTM0a9l2ovi45Ivv5Q,Fady,23,24,0,1,[]
Zs9vuywjnktXyhDSLfUrZQ,David,20,25,0,1,[]
63kreFNZXdOG9viTh9oU8w,Kim,33,29,1,1,['BP02OqyHYodVK3Nth9tv2Q']
XDQnD9s3De_lWcN1TEPvvw,Jaime,11,6,0,0,[]
VjbqwRDYOg9mMl0U1ZajCQ,Kimberly,8,5,1,0,['HbHDeEyix4dou98kkxNpYg']
KZuDIRS4evlguhZADC5AHw,K,35,21,0,1,[]
VaZMDEScCCfgi0S-Nxs3iQ,Laura,198,43,0,3,[]
ZqU9OX7EepGH8ltdtXdm6Q,Dolce,26,14,1,0,['_iHbovM6oCm3fTu8ZqTx5Q']
TpbByOVONjgwJTwDwrQIPw,Jim,7,19,0,2,[]
gFptgYG33B3aZqs_se7zsg,Kyle,38,12,1,0,['kTpsjDUhl9BlRl0FVuNreA']
2nFUGy2fsvpR0WGTWfxQmQ,Courtney,25,18,1,1,['_BcWyKQL16ndpBdggh2kNA']
uA98c2mu5TJaX8DktWZrKA,Michelle,17,12,0,0,[]
mbei3x-rPYjRaGdP3-3Qlg,Charleen,100,59,2,0,"['8wQIoFapkegkC5fcVYg_Iw', 'kTpsjDUhl9BlRl0FVuNreA']"
gc5x9jLteWORf8DMA838bA,John,40,11,1,1,['pvzIhZXdiQKLVHwb9xtbiw']
NyAfjJYmWx3g-wl6WZm1HA,Tom,71,53,0,2,[]
G1cT_L6toouKCIehhgCzWQ,Hannah,105,78,1,0,['kTpsjDUhl9BlRl0FVuNreA']
Zf2IXMpMLfz77u4qiMCHYg,FoodJunkie,27,21,5,8,"['Wwoof--IDEQ29uZQG9ny_Q', 'RwLCUabG54ttGGzL-t1bZQ', 'u1gUbwyeBe8mtV97hZyImg', 'BmVwbsL8l0imz4slonyMaA', '1xFpt3S7c-8wkE18oG6QqA']"
S_2nLVgF4VC1P7hWiOE3ZA,Emmanuel,108,31,0,0,[]
Pqq-nFQm58OLGR1WMRORlA,Ashley,44,34,0,0,[]
SI6FNsl5-8t-izEvSXeLjg,Lee,6,11,0,0,[]
pR0qFBun-Io9nWfBJ1EUcw,Lauren,4,2,0,0,[]
F4u1zLnYYAR3rnX_kI4nrw,Richardson Thomas,1,3,0,0,[]
xgn10qEjmb9z2Zsu_fuXnA,eric,44,30,1,0,['XzGDmcPODZVeU-GkswqYiQ']
u8-n32R4bf78NzKbRBRk6g,Jessica,48,38,1,0,['-52VMDqZh8k5NVFQunAHLw']
L44ftlBpZNKay1iogaiC-A,Dee,17,10,0,0,[]
IgbGAcdkTGn-AN2yDQh_vQ,Roo,7,3,1,0,['UKjsdQvypama0X_henp77A']
i8kYos3Zexh8qRqyqpQgJQ,Crystal,4,6,3,0,"['Ru7RiLgKfzLQokcjxs6Z5A', '5IULqUsXOmDGCKB9wDwPVg', '4dXpT0dQZ3bIKg72HdTUdA']"
QTYedYZa1kecqsKEz265Rg,Precious,26,24,0,1,[]
LVYJSIQiNIb09POcZbL2NA,helen,46,26,0,0,[]
RKUq6znxTwMUR7NAxKblaA,Lizanne,4,3,1,1,['_BcWyKQL16ndpBdggh2kNA']
r1QZhyl7jDqoLU5VrzYa3g,Marlon,13,2,0,0,[]
CHLllTUN_ipEqkrQ_P4T-w,Dave,56,71,0,0,[]
7apBVxqJwAYLh3Ed2K2kXg,Nam,5,0,0,0,[]
FB5VCYECiiyb8FHVz5rBPg,Amy,81,35,1,0,['sEytdm1Y-x3ObRKjJtkNng']
zqF7qjRWkYQyjcIGc1DtEg,Sophy,57,75,0,1,[]
x6qI30-lVis6puur1A8E1Q,Phoenix,26,10,0,1,[]
g0K8_vIalsHkxpjiOK0ONQ,Ian,23,8,0,0,[]
BHmMszxIdaIEYQ71m4UXwg,Amy,29,27,0,1,[]
hl6HfIWUvDFKy4IaLShAIA,Kevin,16,10,0,1,[]
0TAmNppAB1AB_LGxy0iCWg,Bonnie,12,6,0,0,[]
PHcVU9p8YiqnimkaO4bn1g,M,10,2,0,0,[]
JW3fN3XHq6IXSEXu_CyDFA,Sakeena,26,8,1,0,['BmVwbsL8l0imz4slonyMaA']
EpH9LtS1kmlL1nqYM-pREQ,Sarah,26,30,0,1,[]
_yYnDNRcM2NOWrc7M3MkAA,M.M.,36,16,0,1,[]
KZNpUHqATkV6CfDMwC8HzQ,Carlos,111,55,1,1,['hvWm0BNc9g8Gdo8LnUknaw']
jgOiPBwO12Pfv16nPJ8j8A,Sam,32,33,0,0,[]
TIixs0TS3PkCMkwGlYufYg,Walt,14,10,0,0,[]
gInEg0GCEg31WfxSAysfOQ,Rachel,20,17,1,0,['9F9d9O2w1eqI4_atq8wEow']
8Ktnp0D9x0VvW1hztdIAyg,Charles,55,26,0,2,[]
pUhfkbWrUyZA-hNdl54vmA,Vicki,6,1,0,0,[]
_Y7lmDYE4W1Z2oPd_Lspmw,Frank,32,33,0,0,[]
-v99R_jSDi4wi8_g-yyKBQ,Victoria,12,1,8,0,"['8wQIoFapkegkC5fcVYg_Iw', '61FNJUiDqXReViksOYiILQ', 'Z01ekQ6RayJPJPOt3nZ3qA', 'kTpsjDUhl9BlRl0FVuNreA', '6htv95HNSKIJc9wtFO0eiw', 'X2lXRtdx-6ak0kl3BUH0Tw', 'ot0RSm8c95rg1J0MLdE_Pg', 'OG1plHx9jfsrojJ7qrN5TA']"
oIGfPZ6RZdfY1qZvLZq4uA,Jason,52,55,1,0,['HCmjSofKflsyeRqBo4lvLw']
H23mqs3dfQZJKmVhdFLL8A,Rhina,12,4,1,0,['9j5msfh_nQn4BdSfJwNsMg']
1Evim7XWBlKpxV001lgVJQ,Rebbie,35,24,0,3,[]
ant59d11IsDaepaxZL1O4A,Elizabeth,38,16,2,1,"['kTpsjDUhl9BlRl0FVuNreA', '6x3dZ1XhF9--kyulLT-GSQ']"
WkNZXVjFOduKxySKFKX6Xg,Colby,12,2,0,1,[]
Nmos9J9MMqLZBNMMes-9jQ,Amy,9,7,1,1,['ag9kmZ-RlhnjKYh8IM3dhA']
Wae41_J4w_zXY9IvkQoqhg,Rahul,25,21,0,0,[]
pfU_0oQL09cPGGG012jJ7Q,Luke,17,47,0,0,[]
A_xdGOk5FPt-OnZaHrqY8g,Joanne,20,2,0,0,[]
UAUxMYz3Ye-UJfPFAfeDtA,Sujay,7,2,0,0,[]
Qom3SKGBa-eWglHe3DclBw,Leslie,76,52,1,0,['gWZETLPu_ihAtLOYtrm0mw']
u8CSp9llVWdJiuU0avW6JQ,j,19,30,0,0,[]
jgHE8rgMotQ4yOVZ3GaWUg,Angela,25,8,0,0,[]
ocZKj5f9I1X0FfnOVyYstA,Julia,67,26,0,0,[]
wWAXGds_pIRXyhgb6p9atg,Meagan,73,36,0,1,[]
JoXLg-ablANs9klCOjfB5Q,Jeremy,4,1,0,0,[]
952m8R8OzLrI-Bjbqf358Q,Bianca,35,16,4,3,"['pDXWa4X9jaQn15fTqqiAsg', 'sIH5HbEwhbxt-4waYoDUBw', 'kTpsjDUhl9BlRl0FVuNreA', 'D-kVs80jOhrla8__1Lm-aQ']"
a1jOYnxy4DeKtm4KFBH1DA,Sara,44,63,0,0,[]
lSeDRbTgmGNZSXSuBhUAMw,Annabel,73,58,0,5,[]
8PDXRLenHsfjn0TFP0yyCQ,Elliott,38,39,0,0,[]
MjnqhdVybN1mfUFLuwnitg,L,88,27,0,0,[]
4mKTG0aS3V03Y3QeCUJgWA,Craig,12,3,0,0,[]
iQABAwUUpjgsFEmNcv2LEg,Allison,10,30,0,0,[]
P1n1WG61-QM7gvnWJLc3fg,Shelley,88,117,2,3,"['BmVwbsL8l0imz4slonyMaA', 'WzhoLpHMXI59ETuQ2sRVeQ']"
MUsuvP3Z69VvnJ4M7-yc4g,Lisa,24,7,0,0,[]
OKTkZsGjZfqq6niOA-ShJA,Stella,34,18,1,0,['Oi1qbcz2m2SnwUeztGYcnQ']
eaLyVS16vp5suddGUqddvw,Tom,19,13,0,0,[]
tNmMjWPcQk8zeUR0phG8UQ,Amber,126,86,0,2,[]
C0jJau05qxAAU_9eYHBmrw,Bud,48,38,0,2,[]
wotXzcuBfLMSfNbMoEyhTw,Carly,8,6,0,0,[]
hkeoIMimJjn0b1gvPOVGLg,Jamie,7,2,0,0,[]
ChLy3yHGq-G0-pMlGWX1Lw,Liang,29,20,1,0,['4nTTGHn5a1L6Gsa0LWFpcg']
r_mDCMS48NwMmk1njPbxwQ,Heather,47,53,0,2,[]
n1RAg2CvoEGFIZANlBBY-w,Question Mar,157,25,0,3,[]
36NGDRpFuM9x5YL3A5ejAA,Atira,13,7,0,0,[]
ijVWGC2BU6ZO5mGwM7LBPw,Gloria,95,82,0,1,[]
v-RKjKGm5k7_TRX0sq_4_w,Christie,38,38,0,0,[]
U7Y9jaH6eYEkUsnpqKng5A,Stacey,22,47,0,0,[]
6x3jkDPW4RpvdZtzhy0Usg,Peace,45,39,0,0,[]
AUDQrpE3Krs9lwY-olIAKg,J,10,13,0,0,[]
ryKxt67Tlp9qhq1ZEsQSFw,M.,88,133,0,2,[]
9ByDrDF5Y8JTrf89KFwqlQ,Paul,27,13,0,0,[]
DUwvyuAG32o92PXq9rkYfA,Alexandra,17,11,1,0,['NieiBWM7Xh69ylwZaRNiTw']
ZbAKOa041F0dAM70dfAWig,LaBella,11,3,1,0,['wFtWXadA6yxdlXnTce9aMg']
t1noN79wgfXbMVwWLj-3mg,Rachel,47,48,0,0,[]
LcK8Dve7So689hUPUy38NQ,D,112,36,0,0,[]
toir7vpvZe1nSJB1JjwNqA,Sonia,18,7,0,0,[]
L8MDFvMw9pWEpewuUIYvFw,Thomas,50,11,0,0,[]
Q4TZWG757eCjEXNsNo-6IA,Sivabalan,1,2,1,0,['rX-oG_-92jCifAACbFbFtQ']
ROdulDjqoHIohVn0jChC0g,Lisa,45,4,0,0,[]
pxYCc1i5Tf9gKL1hkJ6B4Q,Leetha,68,71,1,0,['eWolUZ0AVYOXcRgr_1YR7A']
UolElgRLp9UDK983zGqj9w,H,37,83,0,1,[]
o_-X6jokjTOrOGY64TwwPQ,Phillip,4,5,5,0,"['s-xVBnGjW1U4iqbTJRSu7Q', 'eY2ZgvK7gmUS_kUQWZYk9Q', 'DgC8Z8VmSAlWZpsc_XjbqQ', 'I2xm1Zy9UZOWwaxPfnsksw', '9yyWqGo_AoubOnIxGkLekw']"
WL-lUKxVt4s6f6YDsx4Jzw,Kimberly,44,43,0,0,[]
a5IxLTRuQpYVI0kamEo12g,Rob,51,21,0,0,[]
6x3dZ1XhF9--kyulLT-GSQ,Kyle,57,55,1,1,['ant59d11IsDaepaxZL1O4A']
etCJQkd8_9IY0a3eRsVgFg,Cristal,22,10,0,0,[]
DwCjM3QJqGKtkI5WN_Nn1w,Karthik,7,0,0,0,[]
tnKOkddePbWR__4l65T7IQ,Sarah,12,10,0,0,[]
pt6hGUdgakO516o8X0gIXw,Eddie,7,10,1,0,['ii_YGWj3ZggTxoWksJ3z5Q']
BaADUxQN9WM1ADaf9tatLg,Josh,26,12,0,0,[]
BP02OqyHYodVK3Nth9tv2Q,Brody,16,6,1,1,['63kreFNZXdOG9viTh9oU8w']
DyvqTB4v3scp_3VtKXvzZw,Scapegoat,38,15,0,0,[]
